"Reach height, standing",Stature,"Eye height, standing",Shoulder height,"Fist height, standing","Thigh clearance, sitting","Elbow height, sitting","Popliteal height, sitting","Eye height, sitting",Sitting height,"Reach height, sitting",Breadth over the elbows,Shoulder breadth (bi-deltoid),Hip breadth,Elbow-finger tip length,Abdominal depth,Buttock-popliteal depth,Hand length,Hand width (with thumb),Body mass,"Cervical (c7) height, sitting","Cervical (c7)-backplane depth, sitting","Sacrum-backplane depth, sitting",Heel height,"Palm height, standing"
1699.0,1671.0,1546.0,599.0,769.0,140.0,246.0,423.0,769.0,383.0,890.0,498.0,425.0,430.0,467.0,407.0,544.0,176.0,78.0,97.2,650.0,92.0,6.0,40.0,753.0
1670.0,1519.0,1432.0,556.0,693.0,107.0,247.0,,760.0,,1042.0,426.0,376.0,342.0,431.0,283.0,434.0,175.0,76.0,54.2,595.0,56.0,11.0,50.0,
1651.0,1581.0,1459.0,592.0,765.0,114.0,247.0,453.0,717.0,418.0,,386.0,381.0,353.0,413.0,249.0,459.0,175.0,79.0,54.5,614.0,24.0,20.0,35.0,
1752.0,1597.0,1508.0,610.0,816.0,151.0,247.0,451.0,736.0,411.0,,453.0,407.0,465.0,471.0,374.0,503.0,182.0,80.0,95.2,631.0,42.0,2.0,40.0,
1670.0,1447.0,1362.0,497.0,672.0,156.0,248.0,400.0,667.0,375.0,1060.0,478.0,385.0,373.0,407.0,315.0,488.0,167.0,72.0,59.0,533.0,18.0,59.0,25.0,675.0
1694.0,1551.0,1458.0,555.0,816.0,105.0,248.0,464.0,,411.0,810.0,419.0,376.0,342.0,427.0,324.0,522.0,176.0,72.0,52.3,616.0,96.0,37.0,53.0,
1831.0,1644.0,1555.0,599.0,791.0,152.0,248.0,440.0,769.0,390.0,1110.0,483.0,445.0,423.0,466.0,360.0,528.0,190.0,83.0,85.5,627.0,67.0,1.0,50.0,806.0
1828.0,1672.0,1574.0,585.0,789.0,143.0,248.0,460.0,747.0,440.0,1100.0,490.0,428.0,451.0,467.0,351.0,535.0,192.0,81.0,83.9,613.0,88.0,1.0,20.0,791.0
1615.0,1550.0,1448.0,555.0,696.0,132.0,249.0,434.0,739.0,379.0,,505.0,437.0,398.0,437.0,345.0,459.0,172.0,87.0,80.1,613.0,71.0,8.0,55.0,
1603.0,1491.0,1399.0,555.0,735.0,139.0,249.0,371.0,725.0,326.0,960.0,440.0,396.0,349.0,415.0,303.0,471.0,172.0,73.0,65.0,594.0,50.0,1.0,45.0,706.0
,,,607.0,,132.0,249.0,459.0,725.0,419.0,980.0,470.0,423.0,407.0,458.0,314.0,490.0,187.0,80.0,73.2,598.0,56.0,11.0,40.0,
1746.0,1594.0,1510.0,543.0,733.0,130.0,249.0,458.0,755.0,411.0,,496.0,416.0,375.0,448.0,345.0,506.0,173.0,76.0,70.5,603.0,55.0,31.0,47.0,
,,,586.0,,111.0,250.0,473.0,760.0,431.0,,418.0,355.0,334.0,438.0,275.0,472.0,180.0,74.0,47.0,605.0,56.0,31.0,42.0,
1644.0,1524.0,1414.0,554.0,736.0,126.0,250.0,439.0,687.0,404.0,969.0,492.0,401.0,398.0,424.0,338.0,473.0,182.0,77.0,71.5,615.0,89.0,10.0,35.0,716.0
,1627.0,1533.0,559.0,825.0,124.0,250.0,444.0,776.0,404.0,1060.0,443.0,408.0,409.0,450.0,333.0,494.0,188.0,78.0,74.0,600.0,79.0,1.0,40.0,833.0
1727.0,1537.0,1423.0,583.0,717.0,143.0,251.0,406.0,729.0,381.0,,330.0,351.0,331.0,421.0,282.0,460.0,168.0,79.0,54.4,593.0,72.0,6.0,25.0,
,,,602.0,,147.0,251.0,507.0,783.0,462.0,,496.0,411.0,462.0,455.0,373.0,509.0,187.0,89.0,89.6,631.0,52.0,1.0,45.0,
,,,527.0,,103.0,252.0,437.0,658.0,408.0,,428.0,417.0,428.0,422.0,308.0,425.0,171.0,69.0,62.2,560.0,114.0,14.0,29.0,
1721.0,1622.0,1498.0,567.0,775.0,116.0,252.0,449.0,734.0,410.0,,471.0,401.0,381.0,433.0,285.0,467.0,183.0,76.0,64.5,605.0,76.0,18.0,39.0,
1574.0,1534.0,1433.0,559.0,743.0,102.0,253.0,451.0,691.0,411.0,,426.0,385.0,375.0,416.0,351.0,462.0,168.0,69.0,61.3,574.0,64.0,14.0,40.0,
1564.0,1402.0,,490.0,653.0,150.0,253.0,429.0,635.0,389.0,,446.0,381.0,439.0,427.0,351.0,484.0,160.0,66.0,69.2,481.0,61.0,37.0,40.0,
1743.0,1555.0,1450.0,555.0,765.0,138.0,253.0,435.0,720.0,395.0,1000.0,453.0,385.0,385.0,393.0,302.0,491.0,161.0,73.0,61.5,580.0,38.0,1.0,40.0,744.0
,,,563.0,,128.0,253.0,454.0,677.0,414.0,,436.0,374.0,348.0,446.0,263.0,501.0,177.0,73.0,45.2,568.0,67.0,44.0,40.0,
1729.0,1606.0,1506.0,587.0,793.0,150.0,253.0,420.0,750.0,390.0,1020.0,473.0,410.0,401.0,442.0,353.0,526.0,169.0,78.0,77.0,637.0,46.0,11.0,30.0,785.0
1789.0,1612.0,1487.0,590.0,783.0,108.0,254.0,444.0,748.0,394.0,1039.0,410.0,428.0,377.0,442.0,334.0,480.0,168.0,78.0,66.6,645.0,96.0,11.0,50.0,745.0
,,,544.0,,120.0,254.0,424.0,680.0,384.0,,461.0,395.0,356.0,455.0,313.0,488.0,179.0,75.0,65.0,581.0,79.0,10.0,40.0,
,1519.0,,535.0,792.0,116.0,254.0,448.0,675.0,408.0,870.0,344.0,342.0,329.0,433.0,305.0,520.0,158.0,74.0,50.9,560.0,88.0,36.0,40.0,773.0
1627.0,1544.0,1432.0,568.0,767.0,121.0,255.0,469.0,743.0,394.0,,464.0,420.0,354.0,411.0,319.0,443.0,163.0,76.0,64.1,639.0,98.0,20.0,75.0,
1760.0,1623.0,1519.0,597.0,785.0,119.0,255.0,447.0,734.0,427.0,992.0,383.0,365.0,352.0,431.0,264.0,449.0,173.0,70.0,55.0,643.0,34.0,10.0,20.0,800.0
1737.0,1559.0,1466.0,580.0,741.0,117.0,255.0,476.0,705.0,451.0,998.0,387.0,360.0,367.0,474.0,304.0,479.0,189.0,76.0,69.5,579.0,123.0,17.0,25.0,733.0
,1499.0,1371.0,538.0,698.0,132.0,255.0,411.0,701.0,371.0,590.0,480.0,426.0,426.0,420.0,341.0,487.0,153.0,79.0,72.0,573.0,56.0,7.0,40.0,724.0
,,,605.0,,130.0,255.0,452.0,736.0,417.0,,480.0,404.0,416.0,445.0,366.0,506.0,170.0,79.0,82.0,601.0,55.0,1.0,35.0,
1752.0,1652.0,1559.0,596.0,811.0,138.0,255.0,478.0,718.0,428.0,1070.0,558.0,454.0,434.0,451.0,385.0,514.0,181.0,82.0,90.1,598.0,46.0,,50.0,791.0
1859.0,1649.0,1563.0,597.0,809.0,132.0,255.0,483.0,766.0,423.0,,506.0,425.0,411.0,418.0,339.0,527.0,179.0,79.0,83.0,632.0,51.0,2.0,60.0,
1708.0,1521.0,1737.0,574.0,754.0,107.0,256.0,436.0,719.0,396.0,,367.0,357.0,355.0,412.0,299.0,457.0,176.0,76.0,55.0,608.0,82.0,6.0,40.0,
,,,588.0,,118.0,256.0,452.0,667.0,427.0,,452.0,356.0,323.0,377.0,413.0,472.0,196.0,75.0,54.8,593.0,74.0,,25.0,
1464.0,1579.0,1484.0,554.0,681.0,139.0,256.0,485.0,724.0,435.0,1048.0,421.0,400.0,362.0,440.0,339.0,479.0,171.0,76.0,65.0,569.0,45.0,45.0,50.0,681.0
1609.0,1643.0,1520.0,580.0,779.0,120.0,256.0,441.0,747.0,410.0,,422.0,413.0,380.0,432.0,305.0,483.0,168.0,74.0,58.8,623.0,48.0,7.0,31.0,
1546.0,1480.0,1344.0,574.0,687.0,156.0,256.0,419.0,689.0,379.0,,557.0,437.0,440.0,425.0,381.0,483.0,162.0,76.0,81.6,613.0,73.0,41.0,40.0,
1594.0,1530.0,1456.0,541.0,776.0,132.0,256.0,528.0,710.0,499.0,,466.0,398.0,429.0,429.0,370.0,516.0,167.0,72.0,77.1,570.0,74.0,2.0,29.0,
,1579.0,1474.0,551.0,717.0,129.0,257.0,468.0,738.0,427.0,,426.0,389.0,434.0,450.0,338.0,422.0,176.0,76.0,73.7,624.0,126.0,6.0,41.0,
1638.0,1580.0,1470.0,605.0,753.0,122.0,257.0,459.0,734.0,401.0,,460.0,406.0,361.0,443.0,343.0,468.0,174.0,80.0,65.7,627.0,38.0,14.0,58.0,
1679.0,1663.0,1586.0,592.0,790.0,129.0,257.0,483.0,739.0,448.0,,413.0,401.0,363.0,418.0,285.0,477.0,165.0,71.0,57.4,617.0,86.0,2.0,35.0,
1724.0,1547.0,1445.0,567.0,733.0,132.0,257.0,448.0,740.0,395.0,1035.0,532.0,457.0,367.0,457.0,364.0,481.0,181.0,74.0,83.5,614.0,80.0,6.0,53.0,716.0
1807.0,1637.0,1523.0,591.0,779.0,144.0,257.0,424.0,759.0,409.0,1130.0,486.0,430.0,423.0,465.0,341.0,495.0,183.0,80.0,81.4,625.0,58.0,1.0,15.0,818.0
1705.0,1540.0,1415.0,550.0,724.0,137.0,258.0,,709.0,,1085.0,402.0,365.0,332.0,433.0,251.0,452.0,176.0,72.0,54.5,605.0,90.0,26.0,50.0,702.0
,,,608.0,,135.0,258.0,442.0,752.0,387.0,,377.0,398.0,405.0,433.0,350.0,466.0,172.0,78.0,77.5,634.0,87.0,3.0,55.0,
,,,551.0,,141.0,258.0,435.0,718.0,390.0,,476.0,415.0,385.0,433.0,319.0,512.0,174.0,88.0,71.0,574.0,76.0,41.0,45.0,
1565.0,1570.0,1454.0,536.0,739.0,148.0,258.0,460.0,727.0,415.0,779.0,487.0,442.0,432.0,445.0,319.0,539.0,167.0,75.0,81.6,584.0,56.0,30.0,45.0,
1818.0,1646.0,1533.0,607.0,804.0,136.0,259.0,494.0,771.0,426.0,1060.0,420.0,418.0,447.0,473.0,287.0,509.0,190.0,82.0,77.1,629.0,77.0,1.0,68.0,789.0
,,,596.0,,121.0,259.0,470.0,732.0,432.0,,496.0,414.0,392.0,440.0,359.0,514.0,174.0,75.0,74.0,587.0,58.0,6.0,38.0,
1699.0,1538.0,1457.0,565.0,785.0,127.0,260.0,440.0,704.0,400.0,,464.0,403.0,403.0,427.0,321.0,461.0,171.0,75.0,70.7,594.0,65.0,1.0,40.0,
1504.0,1557.0,1457.0,597.0,751.0,118.0,261.0,459.0,706.0,403.0,,506.0,380.0,412.0,437.0,380.0,460.0,180.0,77.0,77.7,607.0,96.0,3.0,56.0,748.0
,,,556.0,,127.0,261.0,444.0,632.0,399.0,850.0,416.0,376.0,414.0,418.0,357.0,479.0,164.0,75.0,72.2,568.0,111.0,44.0,45.0,
1960.0,1733.0,1602.0,596.0,858.0,128.0,261.0,495.0,746.0,455.0,,514.0,427.0,422.0,481.0,325.0,580.0,187.0,85.0,86.5,632.0,60.0,14.0,40.0,
1692.0,1515.0,1432.0,570.0,732.0,143.0,262.0,445.0,699.0,404.0,,528.0,457.0,389.0,444.0,355.0,441.0,176.0,80.0,78.5,596.0,39.0,,41.0,
1607.0,1541.0,1455.0,546.0,738.0,103.0,263.0,459.0,716.0,419.0,860.0,393.0,362.0,312.0,397.0,240.0,452.0,162.0,75.0,49.5,575.0,67.0,1.0,40.0,741.0
1523.0,1509.0,1408.0,589.0,768.0,131.0,263.0,422.0,698.0,372.0,760.0,382.0,355.0,377.0,433.0,281.0,472.0,181.0,77.0,60.0,594.0,76.0,8.0,50.0,770.0
1659.0,1481.0,1454.0,580.0,749.0,120.0,263.0,457.0,731.0,417.0,,450.0,374.0,398.0,435.0,325.0,473.0,174.0,79.0,63.3,608.0,78.0,38.0,40.0,
1611.0,1517.0,1427.0,550.0,750.0,132.0,263.0,456.0,682.0,433.0,,659.0,448.0,504.0,412.0,480.0,494.0,161.0,71.0,102.5,580.0,65.0,14.0,23.0,
1836.0,1683.0,1567.0,601.0,810.0,147.0,263.0,481.0,771.0,423.0,1160.0,501.0,409.0,422.0,441.0,326.0,539.0,194.0,83.0,82.0,638.0,67.0,1.0,58.0,792.0
1476.0,1478.0,1405.0,569.0,726.0,133.0,264.0,382.0,758.0,337.0,960.0,397.0,386.0,346.0,377.0,324.0,437.0,152.0,68.0,63.0,609.0,65.0,4.0,45.0,709.0
1514.0,1488.0,1419.0,521.0,696.0,101.0,264.0,429.0,722.0,387.0,814.0,434.0,401.0,367.0,417.0,354.0,459.0,173.0,81.0,67.0,564.0,60.0,25.0,42.0,697.0
1811.0,1601.0,1483.0,560.0,716.0,109.0,264.0,457.0,733.0,424.0,917.0,471.0,426.0,378.0,431.0,333.0,483.0,174.0,64.0,71.0,629.0,80.0,26.0,33.0,741.0
,,,570.0,,124.0,265.0,437.0,730.0,397.0,,476.0,387.0,375.0,430.0,298.0,489.0,171.0,80.0,55.3,585.0,41.0,15.0,40.0,
1747.0,1572.0,1450.0,531.0,723.0,136.0,265.0,479.0,705.0,431.0,1003.0,456.0,388.0,397.0,444.0,314.0,504.0,171.0,72.0,67.0,590.0,77.0,12.0,48.0,697.0
1764.0,1605.0,1495.0,595.0,769.0,143.0,265.0,443.0,704.0,403.0,1050.0,529.0,397.0,437.0,448.0,344.0,520.0,170.0,89.0,82.0,635.0,84.0,8.0,40.0,771.0
1750.0,1596.0,1471.0,579.0,761.0,143.0,265.0,447.0,729.0,397.0,975.0,460.0,432.0,460.0,434.0,305.0,526.0,177.0,77.0,78.4,637.0,33.0,11.0,50.0,757.0
,,,602.0,,108.0,267.0,502.0,740.0,459.0,,598.0,504.0,435.0,443.0,433.0,457.0,174.0,80.0,101.0,622.0,94.0,4.0,43.0,
1806.0,1657.0,1573.0,603.0,774.0,138.0,267.0,450.0,788.0,405.0,1140.0,453.0,410.0,398.0,454.0,333.0,479.0,173.0,83.0,76.0,639.0,52.0,1.0,45.0,788.0
1778.0,1590.0,1485.0,578.0,791.0,134.0,267.0,411.0,729.0,371.0,1040.0,425.0,400.0,339.0,450.0,296.0,482.0,175.0,79.0,63.0,598.0,27.0,7.0,40.0,764.0
,,,546.0,,124.0,267.0,458.0,708.0,418.0,,500.0,395.0,399.0,416.0,377.0,513.0,183.0,82.0,68.2,592.0,116.0,16.0,40.0,
,,,546.0,,106.0,268.0,459.0,622.0,424.0,,386.0,341.0,323.0,416.0,257.0,441.0,164.0,71.0,43.7,595.0,104.0,38.0,35.0,
1629.0,1592.0,1492.0,595.0,802.0,112.0,268.0,456.0,733.0,411.0,,451.0,395.0,352.0,442.0,318.0,457.0,156.0,74.0,67.3,634.0,68.0,11.0,45.0,
,,,520.0,,149.0,268.0,429.0,665.0,374.0,,492.0,433.0,417.0,426.0,374.0,460.0,175.0,73.0,72.1,565.0,76.0,28.0,55.0,
1925.0,1735.0,1633.0,610.0,820.0,128.0,268.0,489.0,799.0,447.0,1233.0,454.0,423.0,373.0,456.0,306.0,493.0,186.0,82.0,73.2,682.0,80.0,41.0,42.0,813.0
1512.0,1592.0,,585.0,747.0,118.0,269.0,485.0,723.0,443.0,957.0,422.0,414.0,429.0,448.0,360.0,481.0,184.0,75.0,81.0,619.0,101.0,20.0,42.0,
1640.0,1460.0,1390.0,557.0,690.0,118.0,270.0,412.0,720.0,362.0,1050.0,480.0,381.0,343.0,427.0,326.0,433.0,173.0,75.0,62.3,589.0,63.0,1.0,50.0,660.0
1497.0,1528.0,1435.0,591.0,737.0,123.0,270.0,397.0,767.0,359.0,830.0,419.0,374.0,325.0,404.0,293.0,462.0,179.0,75.0,52.6,655.0,106.0,29.0,38.0,
1633.0,1529.0,1429.0,582.0,804.0,115.0,271.0,460.0,677.0,415.0,880.0,423.0,423.0,387.0,440.0,321.0,480.0,171.0,80.0,65.7,614.0,124.0,22.0,45.0,778.0
1615.0,1483.0,1407.0,539.0,690.0,139.0,272.0,363.0,696.0,328.0,1050.0,419.0,360.0,408.0,403.0,320.0,482.0,154.0,72.0,70.0,566.0,47.0,4.0,35.0,694.0
1700.0,1543.0,1420.0,535.0,716.0,122.0,272.0,409.0,680.0,380.0,1050.0,435.0,385.0,374.0,464.0,365.0,506.0,170.0,71.0,68.5,592.0,86.0,10.0,29.0,750.0
1602.0,1557.0,1459.0,591.0,744.0,117.0,273.0,453.0,746.0,411.0,982.0,512.0,400.0,382.0,397.0,393.0,435.0,168.0,79.0,81.0,613.0,106.0,11.0,42.0,786.0
,1528.0,1437.0,615.0,,111.0,273.0,418.0,668.0,398.0,,430.0,331.0,334.0,422.0,290.0,447.0,177.0,74.0,40.4,613.0,98.0,15.0,20.0,
,1544.0,1426.0,563.0,,128.0,273.0,447.0,718.0,409.0,881.0,474.0,388.0,382.0,423.0,319.0,468.0,173.0,71.0,60.9,614.0,91.0,34.0,38.0,
1607.0,1556.0,1462.0,571.0,766.0,132.0,273.0,435.0,732.0,385.0,,456.0,387.0,354.0,401.0,281.0,474.0,142.0,73.0,57.6,537.0,37.0,20.0,50.0,
1818.0,1566.0,1470.0,597.0,788.0,147.0,275.0,443.0,760.0,388.0,1190.0,469.0,424.0,386.0,455.0,319.0,465.0,189.0,80.0,70.0,619.0,47.0,1.0,55.0,780.0
1856.0,1699.0,1615.0,620.0,834.0,166.0,275.0,480.0,797.0,440.0,1100.0,550.0,469.0,483.0,473.0,423.0,552.0,184.0,78.0,113.4,653.0,41.0,1.0,40.0,823.0
,,,553.0,,129.0,277.0,436.0,646.0,386.0,,580.0,456.0,421.0,436.0,406.0,499.0,168.0,76.0,80.9,574.0,60.0,1.0,50.0,
1541.0,1561.0,1470.0,612.0,792.0,147.0,277.0,399.0,781.0,344.0,1020.0,384.0,390.0,377.0,416.0,308.0,506.0,163.0,77.0,66.0,647.0,69.0,21.0,55.0,803.0
1682.0,1549.0,1441.0,585.0,741.0,88.0,278.0,490.0,734.0,435.0,,447.0,397.0,365.0,420.0,327.0,434.0,179.0,68.0,67.3,621.0,116.0,10.0,55.0,
1740.0,1583.0,1461.0,581.0,800.0,185.0,278.0,413.0,753.0,368.0,1000.0,416.0,398.0,453.0,426.0,353.0,536.0,163.0,78.0,89.0,633.0,69.0,1.0,45.0,768.0
1525.0,1476.0,1383.0,537.0,724.0,120.0,281.0,419.0,698.0,379.0,990.0,395.0,387.0,430.0,398.0,343.0,421.0,168.0,80.0,67.1,556.0,30.0,14.0,40.0,705.0
1583.0,1567.0,1482.0,591.0,820.0,114.0,284.0,442.0,767.0,377.0,,403.0,380.0,370.0,430.0,337.0,451.0,173.0,73.0,66.9,613.0,65.0,16.0,65.0,
,,,569.0,,129.0,284.0,403.0,742.0,358.0,,441.0,407.0,364.0,421.0,391.0,474.0,178.0,74.0,72.7,596.0,40.0,11.0,45.0,
1500.0,1562.0,1460.0,580.0,755.0,125.0,284.0,453.0,717.0,403.0,832.0,437.0,405.0,385.0,441.0,334.0,515.0,166.0,75.0,76.0,623.0,61.0,35.0,50.0,777.0
1903.0,1718.0,1629.0,647.0,840.0,145.0,285.0,447.0,849.0,397.0,1200.0,416.0,430.0,418.0,476.0,362.0,554.0,179.0,83.0,87.6,680.0,54.0,20.0,50.0,808.0
,,,611.0,,108.0,287.0,425.0,713.0,385.0,,358.0,340.0,325.0,406.0,218.0,446.0,170.0,59.0,38.5,634.0,86.0,17.0,40.0,
1817.0,1648.0,1531.0,605.0,817.0,132.0,289.0,556.0,764.0,514.0,1040.0,464.0,419.0,379.0,406.0,336.0,457.0,180.0,86.0,72.0,626.0,35.0,20.0,42.0,793.0
1786.0,1587.0,1483.0,613.0,784.0,132.0,289.0,435.0,782.0,385.0,1194.0,439.0,413.0,400.0,437.0,313.0,469.0,174.0,79.0,71.7,656.0,81.0,6.0,50.0,752.0
1657.0,1605.0,1507.0,618.0,798.0,155.0,289.0,458.0,734.0,418.0,,523.0,408.0,426.0,443.0,367.0,486.0,152.0,74.0,87.6,655.0,81.0,28.0,40.0,
1670.0,1570.0,1457.0,571.0,760.0,152.0,290.0,474.0,784.0,437.0,938.0,505.0,433.0,462.0,415.0,370.0,491.0,175.0,78.0,86.0,613.0,81.0,8.0,37.0,692.0
,,,576.0,,189.0,290.0,456.0,762.0,414.0,,584.0,410.0,451.0,446.0,365.0,557.0,189.0,84.0,99.2,606.0,86.0,2.0,42.0,
1764.0,1642.0,1530.0,649.0,833.0,147.0,292.0,471.0,813.0,421.0,1000.0,433.0,404.0,454.0,450.0,351.0,461.0,180.0,88.0,80.2,676.0,70.0,1.0,50.0,824.0
,1630.0,,620.0,814.0,150.0,295.0,460.0,755.0,415.0,900.0,496.0,437.0,438.0,453.0,372.0,508.0,170.0,85.0,86.3,671.0,88.0,4.0,45.0,793.0
,,,609.0,,122.0,296.0,443.0,767.0,401.0,860.0,448.0,408.0,406.0,422.0,328.0,467.0,167.0,78.0,67.5,620.0,27.0,17.0,42.0,
,,,598.0,,110.0,303.0,424.0,750.0,384.0,,460.0,367.0,386.0,410.0,340.0,469.0,176.0,74.0,68.9,617.0,61.0,6.0,40.0,
1703.0,1527.0,1403.0,518.0,695.0,104.0,304.0,475.0,660.0,433.0,,442.0,382.0,355.0,417.0,218.0,454.0,165.0,76.0,53.3,550.0,59.0,34.0,42.0,
